Tiempo ,CONTROL,VELOCIDA,REFERENC,,
,,,,,Sobre Impulso
5.8,3.709,3.878,4,,
5.805,3.698,3.898,4,,
5.81,3.741,3.852,4,,
5.815,3.727,3.878,4,,
5.82,3.709,3.905,4,,
5.825,3.761,3.85,4,,
5.83,3.783,3.832,4,,
5.835,3.735,3.898,4,,
5.84,3.768,3.865,4,,
5.845,3.805,3.83,4,,
5.85,3.749,3.905,4,,
5.855,3.747,3.913,4,,
5.86,3.781,3.878,4,,
5.865,3.765,3.902,4,,
5.87,3.742,3.935,4,,
5.875,3.782,3.893,4,,
5.88,3.798,3.88,4,,
5.885,3.754,3.938,4,,
5.89,3.774,3.918,4,,
5.895,3.83,3.858,4,,
5.9,3.804,3.895,4,,
5.905,3.792,3.915,4,,
5.91,3.831,3.875,4,,
5.915,3.85,3.86,4,,
5.92,3.796,3.93,4,,
5.925,3.817,3.91,4,,
5.93,3.847,3.88,4,,
5.935,3.805,3.935,4,,
5.94,3.819,3.923,4,,
5.945,3.849,3.893,4,,
5.95,3.847,3.9,4,,
5.955,3.811,3.947,4,,
5.96,3.824,3.935,4,,
5.965,3.851,3.907,4,,
5.97,3.8,3.972,4,,
5.975,3.799,3.975,4,,
5.98,3.841,3.928,4,,
5.985,3.849,3.923,4,,
5.99,3.822,3.957,4,,
5.995,3.84,3.94,4,,
6,3.866,3.913,4,,
6.005,3.819,3.972,4,,
6.01,3.816,3.977,4,,
6.015,3.827,3.965,4,,
6.02,3.838,3.955,4,,
6.025,3.782,4.023,4,,
6.03,3.776,4.027,4,,
6.035,3.807,3.99,4,,
6.04,3.786,4.015,4,,
6.045,3.758,4.047,4,,
6.05,3.783,4.015,4,,
6.055,3.804,3.99,4,,
6.06,3.757,4.045,4,,
6.065,3.77,4.027,4,,
6.07,3.805,3.985,4,,
6.075,3.815,3.975,4,,
6.08,3.753,4.047,4,,
6.085,3.743,4.057,4,,
6.09,3.783,4.008,4,,
6.095,3.763,4.03,4,,
6.1,3.742,4.053,4,,
6.105,3.779,4.008,4,,
6.11,3.8,3.983,4,,
6.115,3.755,4.035,4,,
6.12,3.767,4.02,4,,
6.125,3.781,4.003,4,,
6.13,3.783,4,4,,
6.135,3.72,4.072,4,,
6.14,3.728,4.06,4,,
6.145,3.763,4.015,4,,
6.15,3.767,4.01,4,,
6.155,3.752,4.027,4,,
6.16,3.774,4,4,,
6.165,3.793,3.977,4,,
6.17,3.762,4.015,4,,
6.175,3.744,4.035,4,,
6.18,3.76,4.015,4,,
6.185,3.759,4.015,4,,
6.19,3.719,4.06,4,,
6.195,3.723,4.053,4,,
6.2,3.77,3.995,4,,
6.205,3.785,3.977,4,,
6.21,3.746,4.025,4,,
6.215,3.749,4.02,4,,
6.22,3.774,3.99,4,,
6.225,3.748,4.02,4,,
6.23,3.721,4.05,4,,
6.235,3.745,4.02,4,,
6.24,3.763,3.997,4,,
6.245,3.712,4.057,4,,
6.25,3.733,4.03,4,,
6.255,3.776,3.977,4,,
6.26,3.786,3.967,4,,
6.265,3.727,4.037,4,,
6.27,3.73,4.033,4,,
6.275,3.752,4.005,4,,
6.28,3.73,4.03,4,,
6.285,3.718,4.043,4,,
6.29,3.748,4.005,4,,
6.295,3.765,3.985,4,,
6.3,3.727,4.03,4,,
6.305,3.739,4.015,4,,
6.31,3.772,3.975,4,,
6.315,3.776,3.972,4,,
6.32,3.723,4.035,4,,
6.325,3.722,4.035,4,,
6.33,3.744,4.008,4,,
6.335,3.735,4.017,4,,
6.34,3.721,4.033,4,,
6.345,3.747,4,4,,
6.35,3.769,3.975,4,,
6.355,3.727,4.025,4,,
6.36,3.743,4.005,4,,
6.365,3.773,3.97,4,,
6.37,3.779,3.965,4,,
6.375,3.72,4.035,4,,
6.38,3.716,4.037,4,,
6.385,3.742,4.005,4,,
6.39,3.736,4.012,4,,
6.395,3.716,4.035,4,,
6.4,3.748,3.995,4,,
6.405,3.775,3.965,4,,
6.41,3.725,4.025,4,,
6.415,3.736,4.01,4,,
6.42,3.77,3.97,4,,
6.425,3.776,3.965,4,,
6.43,3.717,4.035,4,,
6.435,3.722,4.027,4,,
6.44,3.747,3.997,4,,
6.445,3.73,4.017,4,,
6.45,3.714,4.035,4,,
6.455,3.749,3.993,4,,
6.46,3.751,3.99,4,,
6.465,3.717,4.03,4,,
6.47,3.733,4.01,4,,
6.475,3.767,3.97,4,,
6.48,3.77,3.967,4,,
6.485,3.722,4.025,4,,
6.49,3.728,4.017,4,,
6.495,3.746,3.995,4,,
6.5,3.734,4.01,4,,
6.505,3.718,4.027,4,,
6.51,3.743,3.997,4,,
6.515,3.749,3.99,4,,
6.52,3.713,4.033,4,,
6.525,3.722,4.02,4,,
6.53,3.762,3.972,4,,
6.535,3.772,3.963,4,,
6.54,3.731,4.012,4,,
6.545,3.732,4.01,4,,
6.55,3.76,3.977,4,,
6.555,3.742,4,4,,
6.56,3.714,4.033,4,,
6.565,3.736,4.005,4,,
6.57,3.748,3.99,4,,
6.575,3.699,4.047,4,,
6.58,3.706,4.037,4,,
6.585,3.758,3.975,4,,
6.59,3.77,3.963,4,,
6.595,3.731,4.01,4,,
6.6,3.749,3.988,4,,
6.605,3.78,3.952,4,,
6.61,3.744,3.997,4,,
6.615,3.722,4.023,4,,
6.62,3.743,3.997,4,,
6.625,3.754,3.985,4,,
6.63,3.688,4.062,4,,
6.635,3.7,4.045,4,,
6.64,3.747,3.988,4,,
6.645,3.746,3.99,4,,
6.65,3.727,4.012,4,,
6.655,3.754,3.98,4,,
6.66,3.779,3.952,4,,
6.665,3.74,4,4,,
6.67,3.744,3.995,4,,
6.675,3.753,3.985,4,,
6.68,3.75,3.99,4,,
6.685,3.696,4.053,4,,
6.69,3.7,4.045,4,,
6.695,3.732,4.005,4,,
6.7,3.739,3.997,4,,
6.705,3.722,4.017,4,,
6.71,3.749,3.985,4,,
6.715,3.771,3.96,4,,
6.72,3.734,4.005,4,,
6.725,3.743,3.995,4,,
6.73,3.758,3.977,4,,
6.735,3.77,3.965,4,,
6.74,3.715,4.03,4,,
6.745,3.71,4.035,4,,
6.75,3.747,3.99,4,,
6.755,3.73,4.01,4,,
6.76,3.71,4.033,4,,
6.765,3.737,4,4,,
6.77,3.756,3.977,4,,
6.775,3.707,4.035,4,,
6.78,3.723,4.015,4,,
6.785,3.763,3.967,4,,
6.79,3.771,3.96,4,,
6.795,3.724,4.017,4,,
6.8,3.736,4.003,4,,
6.805,3.77,3.963,4,,
6.81,3.729,4.012,4,,
6.815,3.715,4.027,4,,
6.82,3.738,4,4,,
6.825,3.742,3.995,4,,
6.83,3.686,4.06,4,,
6.835,3.705,4.035,4,,
6.84,3.744,3.988,4,,
6.845,3.745,3.988,4,,
6.85,3.726,4.01,4,,
6.855,3.751,3.98,4,,
6.86,3.785,3.943,4,,
6.865,3.738,4,4,,
6.87,3.738,4,4,,
6.875,3.755,3.98,4,,
6.88,3.754,3.983,4,,
6.885,3.692,4.055,4,,
6.89,3.702,4.04,4,,
6.895,3.729,4.008,4,,
6.9,3.732,4.003,4,,
6.905,3.719,4.017,4,,
6.91,3.747,3.985,4,,
6.915,3.762,3.967,4,,
6.92,3.723,4.015,4,,
6.925,3.727,4.01,4,,
6.93,3.763,3.967,4,,
6.935,3.773,3.957,4,,
6.94,3.725,4.015,4,,
6.945,3.725,4.015,4,,
6.95,3.756,3.977,4,,
6.955,3.732,4.008,4,,
6.96,3.703,4.04,4,,
6.965,3.736,4,4,,
6.97,3.744,3.99,4,,
6.975,3.689,4.055,4,,
6.98,3.697,4.043,4,,
6.985,3.742,3.988,4,,
6.99,3.741,3.99,4,,
6.995,3.711,4.025,4,,
7,3.742,3.988,4,,
7.005,3.773,3.952,4,,
7.01,3.728,4.008,4,,
7.015,3.736,3.997,4,,
7.02,3.758,3.972,4,,
7.025,3.755,3.977,4,,
7.03,3.693,4.05,4,,
7.035,3.697,4.043,4,,
7.04,3.732,4,4,,
7.045,3.717,4.017,4,,
7.05,3.701,4.035,4,,
7.055,3.732,3.997,4,,
7.06,3.745,3.983,4,,
7.065,3.7,4.035,4,,
7.07,3.718,4.012,4,,
7.075,3.754,3.97,4,,
7.08,3.762,3.963,4,,
7.085,3.725,4.008,4,,
7.09,3.731,4,4,,
7.095,3.761,3.965,4,,
7.1,3.726,4.008,4,,
7.105,3.707,4.03,4,,
7.11,3.718,4.015,4,,
7.115,3.732,3.997,4,,
7.12,3.683,4.055,4,,
7.125,3.685,4.05,4,,
7.13,3.723,4.003,4,,
7.135,3.732,3.993,4,,
7.14,3.706,4.023,4,,
7.145,3.727,3.997,4,,
7.15,3.763,3.955,4,,
7.155,3.716,4.012,4,,
7.16,3.72,4.008,4,,
7.165,3.749,3.972,4,,
7.17,3.757,3.965,4,,
7.175,3.696,4.037,4,,
7.18,3.703,4.027,4,,
7.185,3.732,3.993,4,,
7.19,3.711,4.017,4,,
7.195,3.693,4.037,4,,
7.2,3.721,4.003,4,,
7.205,3.728,3.995,4,,
7.21,3.676,4.055,4,,
7.215,3.693,4.033,4,,
7.22,3.734,3.983,4,,
7.225,3.735,3.983,4,,
7.23,3.708,4.015,4,,
7.235,3.744,3.972,4,,
7.24,3.762,3.952,4,,
7.245,3.717,4.008,4,,
7.25,3.721,4.003,4,,
7.255,3.738,3.983,4,,
7.26,3.731,3.993,4,,
7.265,3.677,4.055,4,,
7.27,3.69,4.037,4,,
7.275,3.718,4.003,4,,
7.28,3.709,4.012,4,,
7.285,3.694,4.03,4,,
7.29,3.72,3.997,4,,
7.295,3.733,3.983,4,,
7.3,3.689,4.035,4,,
7.305,3.7,4.02,4,,
7.31,3.734,3.98,4,,
7.315,3.747,3.965,4,,
7.32,3.717,4.003,4,,
7.325,3.73,3.988,4,,
7.33,3.771,3.94,4,,
7.335,3.737,3.983,4,,
7.34,3.719,4.005,4,,
7.345,3.751,3.967,4,,
7.35,3.759,3.96,4,,
7.355,3.694,4.037,4,,
7.36,3.688,4.043,4,,
7.365,3.725,3.997,4,,
7.37,3.714,4.01,4,,
7.375,3.69,4.037,4,,
7.38,3.718,4.003,4,,
7.385,3.735,3.983,4,,
7.39,3.682,4.045,4,,
7.395,3.687,4.037,4,,
7.4,3.732,3.983,4,,
7.405,3.735,3.98,4,,
7.41,3.702,4.02,4,,
7.415,3.731,3.985,4,,
7.42,3.755,3.957,4,,
7.425,3.71,4.012,4,,
7.43,3.72,4,4,,
7.435,3.746,3.97,4,,
7.44,3.745,3.972,4,,
7.445,3.688,4.04,4,,
7.45,3.687,4.04,4,,
7.455,3.721,3.997,4,,
7.46,3.704,4.017,4,,
7.465,3.684,4.04,4,,
7.47,3.716,4,4,,
7.475,3.721,3.995,4,,
7.48,3.676,4.047,4,,
7.485,3.691,4.027,4,,
7.49,3.726,3.985,4,,
7.495,3.729,3.983,4,,
7.5,3.708,4.008,4,,
7.505,3.731,3.98,4,,
7.51,3.754,3.955,4,,
7.515,3.713,4.005,4,,
7.52,3.715,4.003,4,,
7.525,3.73,3.985,4,,
7.53,3.741,3.972,4,,
7.535,3.689,4.035,4,,
7.54,3.694,4.027,4,,
7.545,3.714,4.003,4,,
7.55,3.709,4.008,4,,
7.555,3.685,4.035,4,,
7.56,3.71,4.005,4,,
7.565,3.722,3.99,4,,
7.57,3.673,4.047,4,,
7.575,3.671,4.047,4,,
7.58,3.722,3.985,4,,
7.585,3.728,3.98,4,,
7.59,3.698,4.015,4,,
7.595,3.721,3.988,4,,
7.6,3.754,3.95,4,,
7.605,3.707,4.008,4,,
7.61,3.711,4.003,4,,
7.615,3.741,3.967,4,,
7.62,3.745,3.965,4,,
7.625,3.686,4.035,4,,
7.63,3.697,4.02,4,,
7.635,3.733,3.977,4,,
7.64,3.708,4.008,4,,
7.645,3.686,4.033,4,,
7.65,3.713,4,4,,
7.655,3.724,3.988,4,,
7.66,3.666,4.055,4,,
7.665,3.681,4.035,4,,
7.67,3.718,3.99,4,,
7.675,3.71,4,4,,
7.68,3.69,4.023,4,,
7.685,3.726,3.98,4,,
7.69,3.744,3.96,4,,
7.695,3.696,4.017,4,,
7.7,3.711,4,4,,
7.705,3.741,3.965,4,,
7.71,3.745,3.963,4,,
7.715,3.703,4.012,4,,
7.72,3.713,4,4,,
7.725,3.735,3.975,4,,
7.73,3.715,4,4,,
7.735,3.702,4.015,4,,
7.74,3.718,3.995,4,,
7.745,3.723,3.99,4,,
7.75,3.676,4.045,4,,
7.755,3.678,4.04,4,,
7.76,3.715,3.995,4,,
7.765,3.713,3.997,4,,
7.77,3.689,4.025,4,,
7.775,3.714,3.995,4,,
7.78,3.736,3.97,4,,
7.785,3.686,4.03,4,,
7.79,3.697,4.015,4,,
7.795,3.737,3.967,4,,
7.8,3.752,3.952,4,,
7.805,3.713,4,4,,
7.81,3.72,3.993,4,,
7.815,3.767,3.938,4,,
7.82,3.721,3.995,4,,
7.825,3.702,4.017,4,,
7.83,3.727,3.988,4,,
7.835,3.738,3.975,4,,
7.84,3.677,4.047,4,,
7.845,3.683,4.037,4,,
7.85,3.722,3.99,4,,
7.855,3.708,4.008,4,,
7.86,3.683,4.035,4,,
7.865,3.721,3.99,4,,
7.87,3.732,3.977,4,,
7.875,3.677,4.043,4,,
7.88,3.688,4.027,4,,
7.885,3.734,3.972,4,,
7.89,3.733,3.975,4,,
7.895,3.708,4.005,4,,
7.9,3.736,3.972,4,,
7.905,3.757,3.95,4,,
7.91,3.718,3.997,4,,
7.915,3.716,4,4,,
7.92,3.74,3.972,4,,
7.925,3.739,3.975,4,,
7.93,3.682,4.043,4,,
7.935,3.693,4.027,4,,
7.94,3.726,3.988,4,,
7.945,3.712,4.005,4,,
7.95,3.696,4.023,4,,
7.955,3.721,3.993,4,,
7.96,3.73,3.983,4,,
7.965,3.684,4.037,4,,
7.97,3.693,4.025,4,,
7.975,3.728,3.983,4,,
7.98,3.737,3.972,4,,
7.985,3.711,4.005,4,,
7.99,3.728,3.985,4,,
7.995,3.765,3.943,4,,
8,3.723,3.995,4,,
8.005,3.719,4,4,,
8.01,3.74,3.975,4,,
8.015,3.752,3.963,4,,
8.02,3.691,4.035,4,,
8.025,3.69,4.035,4,,
8.03,3.723,3.995,4,,
8.035,3.716,4.003,4,,
8.04,3.688,4.035,4,,
8.045,3.721,3.995,4,,
8.05,3.734,3.98,4,,
8.055,3.683,4.04,4,,
8.06,3.694,4.025,4,,
8.065,3.741,3.97,4,,
8.07,3.74,3.972,4,,
8.075,3.711,4.008,4,,
8.08,3.734,3.98,4,,
8.085,3.765,3.945,4,,
8.09,3.721,4,4,,
8.095,3.723,3.997,4,,
8.1,3.745,3.972,4,,
8.105,3.744,3.975,4,,
8.11,3.687,4.043,4,,
8.115,3.695,4.03,4,,
8.12,3.726,3.993,4,,
8.125,3.714,4.008,4,,
8.13,3.698,4.025,4,,
8.135,3.721,3.997,4,,
8.14,3.738,3.977,4,,
8.145,3.692,4.033,4,,
8.15,3.701,4.02,4,,
8.155,3.741,3.972,4,,
8.16,3.751,3.963,4,,
8.165,3.718,4.003,4,,
8.17,3.74,3.977,4,,
8.175,3.771,3.943,4,,
8.18,3.729,3.995,4,,
8.185,3.714,4.012,4,,
8.19,3.728,3.995,4,,
8.195,3.739,3.983,4,,
8.2,3.68,4.053,4,,
8.205,3.688,4.04,4,,
8.21,3.723,3.997,4,,
8.215,3.727,3.993,4,,
8.22,3.704,4.02,4,,
8.225,3.731,3.988,4,,
8.23,3.757,3.957,4,,
8.235,3.71,4.015,4,,
8.24,3.715,4.008,4,,
8.245,3.756,3.96,4,,
8.25,3.762,3.955,4,,
8.255,3.713,4.015,4,,
8.26,3.716,4.01,4,,
8.265,3.748,3.972,4,,
8.27,3.726,4,4,,
8.275,3.698,4.033,4,,
8.28,3.731,3.993,4,,
8.285,3.729,3.995,4,,
8.29,3.682,4.05,4,,
8.295,3.69,4.037,4,,
8.3,3.738,3.98,4,,
8.305,3.741,3.977,4,,
8.31,3.718,4.005,4,,
8.315,3.748,3.97,4,,
8.32,3.769,3.947,4,,
8.325,3.731,3.995,4,,
8.33,3.735,3.99,4,,
8.335,3.751,3.972,4,,
8.34,3.739,3.988,4,,
8.345,3.695,4.04,4,,
8.35,3.701,4.03,4,,
8.355,3.728,3.997,4,,
8.36,3.726,4,4,,
8.365,3.709,4.02,4,,
8.37,3.736,3.988,4,,
8.375,3.753,3.967,4,,
8.38,3.71,4.02,4,,
8.385,3.728,3.997,4,,
8.39,3.756,3.965,4,,
8.395,3.769,3.952,4,,
8.4,3.721,4.01,4,,
8.405,3.725,4.005,4,,
8.41,3.762,3.963,4,,
8.415,3.738,3.993,4,,
8.42,3.714,4.02,4,,
8.425,3.728,4.003,4,,
8.43,3.743,3.985,4,,
8.435,3.692,4.045,4,,
8.44,3.699,4.035,4,,
8.445,3.745,3.98,4,,
8.45,3.75,3.975,4,,
8.455,3.723,4.008,4,,
8.46,3.751,3.975,4,,
8.465,3.784,3.938,4,,
8.47,3.738,3.995,4,,
8.475,3.727,4.008,4,,
8.48,3.744,3.988,4,,
8.485,3.732,4.003,4,,
8.49,3.645,4.102,4,,
8.495,3.638,4.105,4,,
8.5,3.67,4.062,4,,
8.505,3.663,4.068,4,,
8.51,3.584,4.155,4,,
8.515,3.544,4.193,4,,
8.52,3.567,4.155,4,,
8.525,3.573,4.14,4,,
8.53,3.473,4.247,4,,
8.535,3.459,4.25,4,,
8.54,3.493,4.198,4,,
8.545,3.455,4.23,4,,
8.55,3.407,4.273,4,,
8.555,3.371,4.3,4,,
8.56,3.384,4.267,4,,
8.565,3.387,4.25,4,,
8.57,3.34,4.29,4,,
8.575,3.309,4.31,4,,
8.58,3.27,4.338,4,,
8.585,3.321,4.26,4,,
8.59,3.276,4.298,4,,
8.595,3.253,4.307,4,,
8.6,3.202,4.35,4,,
8.605,3.226,4.302,4,,
8.61,3.205,4.31,4,,
8.615,3.229,4.265,4,,
8.62,3.132,4.363,4,,
8.625,3.162,4.307,4,,
8.63,3.156,4.298,4,,
8.635,3.185,4.247,4,,
8.64,3.121,4.307,4,,
8.645,3.104,4.31,4,,
8.65,3.077,4.325,4,,
8.655,3.11,4.267,4,,
8.66,3.113,4.25,4,,
8.665,3.045,4.315,4,,
8.67,3.06,4.28,4,,
8.675,3.053,4.273,4,,
8.68,3.091,4.212,4,,
8.685,3.025,4.278,4,,
8.69,3.02,4.267,4,,
8.695,2.999,4.278,4,,
8.7,3.035,4.22,4,,
8.705,3.044,4.198,4,,
8.71,2.955,4.29,4,,
8.715,2.997,4.225,4,,
8.72,2.999,4.21,4,,
8.725,3.004,4.193,4,,
8.73,2.988,4.2,4,,
8.735,2.946,4.238,4,,
8.74,2.974,4.193,4,,
8.745,3.001,4.15,4,,
8.75,2.953,4.198,4,,
8.755,2.939,4.202,4,,
8.76,2.94,4.19,4,,
8.765,2.948,4.17,4,,
8.77,2.962,4.145,4,,
8.775,2.927,4.177,4,,
8.78,2.903,4.195,4,,
8.785,2.943,4.137,4,,
8.79,2.973,4.095,4,,
8.795,2.9,4.175,4,,
8.8,2.883,4.185,4,,
8.805,2.943,4.105,4,,
8.81,2.955,4.085,4,,
8.815,2.874,4.175,4,,
8.82,2.876,4.162,4,,
8.825,2.939,4.08,4,,
8.83,2.953,4.06,4,,
8.835,2.87,4.153,4,,
8.84,2.867,4.148,4,,
8.845,2.931,4.065,4,,
8.85,2.943,4.047,4,,
8.855,2.867,4.133,4,,
8.86,2.861,4.133,4,,
8.865,2.913,4.065,4,,
8.87,2.927,4.045,4,,
8.875,2.886,4.09,4,,
8.88,2.877,4.095,4,,
8.885,2.901,4.062,4,,
8.89,2.898,4.062,4,,
8.895,2.886,4.072,4,,
8.9,2.907,4.045,4,,
8.905,2.919,4.027,4,,
8.91,2.888,4.062,4,,
8.915,2.861,4.09,4,,
8.92,2.9,4.04,4,,
8.925,2.933,4,4,,
8.93,2.898,4.04,4,,
8.935,2.885,4.053,4,,
8.94,2.894,4.04,4,,
8.945,2.905,4.025,4,,
8.95,2.85,4.088,4,,
8.955,2.871,4.057,4,,
8.96,2.925,3.993,4,,
8.965,2.931,3.985,4,,
8.97,2.863,4.065,4,,
8.975,2.862,4.062,4,,
8.98,2.894,4.023,4,,
8.985,2.89,4.025,4,,
8.99,2.868,4.05,4,,
8.995,2.906,4.003,4,,
9,2.932,3.972,4,,
9.005,2.901,4.01,4,,
9.01,2.883,4.03,4,,
9.015,2.897,4.012,4,,
9.02,2.903,4.005,4,,
9.025,2.849,4.068,4,,
9.03,2.863,4.047,4,,
9.035,2.914,3.985,4,,
9.04,2.926,3.972,4,,
9.045,2.89,4.015,4,,
9.05,2.892,4.012,4,,
9.055,2.911,3.99,4,,
9.06,2.89,4.015,4,,
9.065,2.865,4.043,4,,
9.07,2.887,4.015,4,,
9.075,2.914,3.983,4,,
9.08,2.87,4.035,4,,
9.085,2.881,4.02,4,,
9.09,2.925,3.967,4,,
9.095,2.938,3.955,4,,
9.1,2.877,4.027,4,,
9.105,2.872,4.033,4,,
9.11,2.898,4,4,,
9.115,2.892,4.008,4,,
9.12,2.861,4.043,4,,
9.125,2.896,4,4,,
9.13,2.928,3.963,4,,
9.135,2.882,4.017,4,,
9.14,2.892,4.005,4,,
9.145,2.929,3.963,4,,
9.15,2.933,3.96,4,,
9.155,2.868,4.037,4,,
9.16,2.866,4.037,4,,
9.165,2.894,4.003,4,,
9.17,2.888,4.01,4,,
9.175,2.866,4.035,4,,
9.18,2.905,3.988,4,,
9.185,2.927,3.963,4,,
9.19,2.89,4.008,4,,
9.195,2.898,3.997,4,,
9.2,2.922,3.97,4,,
9.205,2.93,3.963,4,,
9.21,2.863,4.043,4,,
9.215,2.861,4.043,4,,
9.22,2.889,4.008,4,,
9.225,2.889,4.008,4,,
9.23,2.871,4.027,4,,
9.235,2.898,3.995,4,,
9.24,2.93,3.957,4,,
9.245,2.896,4,4,,
9.25,2.894,4.003,4,,
9.255,2.926,3.965,4,,
9.26,2.927,3.965,4,,
9.265,2.865,4.04,4,,
9.27,2.858,4.045,4,,
9.275,2.893,4.003,4,,
9.28,2.89,4.005,4,,
9.285,2.867,4.033,4,,
9.29,2.902,3.99,4,,
9.295,2.93,3.957,4,,
9.3,2.887,4.01,4,,
9.305,2.891,4.005,4,,
9.31,2.921,3.97,4,,
9.315,2.924,3.967,4,,
9.32,2.855,4.05,4,,
9.325,2.859,4.043,4,,
9.33,2.891,4.003,4,,
9.335,2.885,4.01,4,,
9.34,2.86,4.037,4,,
9.345,2.904,3.985,4,,
9.35,2.926,3.96,4,,
9.355,2.887,4.008,4,,
9.36,2.898,3.995,4,,
9.365,2.928,3.96,4,,
9.37,2.928,3.963,4,,
9.375,2.865,4.037,4,,
9.38,2.865,4.035,4,,
9.385,2.892,4.003,4,,
9.39,2.883,4.012,4,,
9.395,2.865,4.033,4,,
9.4,2.896,3.995,4,,
9.405,2.915,3.972,4,,
9.41,2.876,4.02,4,,
9.415,2.888,4.005,4,,
9.42,2.926,3.96,4,,
9.425,2.935,3.952,4,,
9.43,2.877,4.023,4,,
9.435,2.88,4.017,4,,
9.44,2.918,3.972,4,,
9.445,2.9,3.995,4,,
9.45,2.876,4.023,4,,
9.455,2.907,3.985,4,,
9.46,2.925,3.965,4,,
9.465,2.86,4.043,4,,
9.47,2.873,4.025,4,,
9.475,2.92,3.97,4,,
9.48,2.921,3.97,4,,
9.485,2.886,4.012,4,,
9.49,2.92,3.972,4,,
9.495,2.947,3.943,4,,
9.5,2.902,3.997,4,,
9.505,2.896,4.005,4,,
9.51,2.919,3.977,4,,
9.515,2.92,3.977,4,,
9.52,2.861,4.047,4,,
9.525,2.861,4.045,4,,
9.53,2.9,3.997,4,,
9.535,2.891,4.008,4,,
9.54,2.872,4.03,4,,
9.545,2.905,3.99,4,,
9.55,2.931,3.96,4,,
9.555,2.888,4.012,4,,
9.56,2.904,3.993,4,,
9.565,2.924,3.97,4,,
9.57,2.928,3.967,4,,
9.575,2.867,4.04,4,,
9.58,2.869,4.035,4,,
9.585,2.902,3.995,4,,
9.59,2.889,4.01,4,,
9.595,2.867,4.035,4,,
9.6,2.896,4,4,,
9.605,2.919,3.972,4,,
9.61,2.873,4.027,4,,
9.615,2.889,4.008,4,,
9.62,2.93,3.96,4,,
9.625,2.942,3.947,4,,
9.63,2.893,4.008,4,,
9.635,2.899,4,4,,
9.64,2.942,3.95,4,,
9.645,2.902,4,4,,
9.65,2.878,4.027,4,,
9.655,2.896,4.005,4,,
9.66,2.913,3.985,4,,
9.665,2.856,4.053,4,,
9.67,2.866,4.037,4,,
9.675,2.914,3.98,4,,
9.68,2.915,3.98,4,,
9.685,2.886,4.015,4,,
9.69,2.911,3.985,4,,
9.695,2.954,3.935,4,,
9.7,2.899,4.003,4,,
9.705,2.906,3.995,4,,
9.71,2.947,3.947,4,,
9.715,2.954,3.943,4,,
9.72,2.885,4.025,4,,
9.725,2.891,4.017,4,,
9.73,2.92,3.983,4,,
9.735,2.904,4.003,4,,
9.74,2.884,4.025,4,,
9.745,2.913,3.99,4,,
9.75,2.927,3.975,4,,
9.755,2.874,4.037,4,,
9.76,2.889,4.017,4,,
9.765,2.929,3.97,4,,
9.77,2.931,3.97,4,,
9.775,2.906,4,4,,
9.78,2.928,3.975,4,,
9.785,2.961,3.938,4,,
9.79,2.915,3.995,4,,
9.795,2.915,3.995,4,,
9.8,2.948,3.957,4,,
9.805,2.963,3.943,4,,
9.81,2.903,4.015,4,,
9.815,2.902,4.015,4,,
9.82,2.942,3.967,4,,
9.825,2.92,3.995,4,,
9.83,2.888,4.033,4,,
9.835,2.919,3.995,4,,
9.84,2.936,3.975,4,,
9.845,2.88,4.043,4,,
9.85,2.882,4.037,4,,
9.855,2.93,3.98,4,,
9.86,2.935,3.975,4,,
9.865,2.906,4.01,4,,
9.87,2.929,3.983,4,,
9.875,2.967,3.94,4,,
9.88,2.911,4.008,4,,
9.885,2.913,4.005,4,,
9.89,2.943,3.97,4,,
9.895,2.951,3.963,4,,
9.9,2.879,4.047,4,,
9.905,2.886,4.037,4,,
9.91,2.916,4,4,,
9.915,2.899,4.02,4,,
9.92,2.879,4.043,4,,
9.925,2.909,4.005,4,,
9.93,2.926,3.985,4,,
9.935,2.877,4.043,4,,
9.94,2.888,4.027,4,,
9.945,2.932,3.975,4,,
9.95,2.937,3.97,4,,
9.955,2.894,4.023,4,,
9.96,2.905,4.008,4,,
9.965,2.931,3.977,4,,
9.97,2.9,4.015,4,,
9.975,2.89,4.025,4,,
9.98,2.906,4.005,4,,
9.985,2.913,3.997,4,,
9.99,2.861,4.057,4,,
9.995,2.865,4.05,4,,
10,2.908,3.997,4,,
10.005,2.914,3.99,4,,
10.01,2.889,4.02,4,,
10.015,2.912,3.993,4,,
10.02,2.938,3.963,4,,
10.025,2.903,4.005,4,,
10.03,2.894,4.015,4,,
10.035,2.913,3.993,4,,
10.04,2.926,3.977,4,,
10.045,2.858,4.057,4,,
10.05,2.86,4.053,4,,
10.055,2.9,4.003,4,,
10.06,2.896,4.008,4,,
10.065,2.872,4.035,4,,
